Opened,Name,City,State,City,Address
11/16/2015,Renaissance Tower,Dallas,Texas,DallasFortWorth,"Renaissance Tower, Dallas, Texas"
11/16/2015,SLC - 114th and Bangerter,South Jordan,Utah,,"SLC - 114th and Bangerter, South Jordan, Utah"
11/14/2015,Hwy 169 and Elm Creek - Champlin,Champlin,Minnesota,Minneapolis,"Hwy 169 and Elm Creek - Champlin, Champlin, Minnesota"
11/13/2015,Holiday Manor,Louisville,Kentucky,Louisville,"Holiday Manor, Louisville, Kentucky"
11/13/2015,Depot St & Center Hill Road,Manchester,Vermont,,"Depot St & Center Hill Road, Manchester, Vermont"
11/12/2015,Ewa Ala Moana Center - Ground Floor,Honolulu,Hawaii,Oahu,"Ewa Ala Moana Center - Ground Floor, Honolulu, Hawaii"
11/12/2015,California & Easton,Bakersfield,California,CentralValley,"California & Easton, Bakersfield, California"
11/9/2015,45 Broad Street,Boston,Massachusetts,Boston,"45 Broad Street, Boston, Massachusetts"
11/9/2015,East Hills,Calgary,Alberta,Calgary,"East Hills, Calgary, Alberta"
11/9/2015,Rayford & Richard,Spring,Texas,Houston,"Rayford & Richard, Spring, Texas"
11/6/2015,Bloomfield Place & Telegraph,Bloomfield Township,Michigan,Detroit,"Bloomfield Place & Telegraph, Bloomfield Township, Michigan"
11/6/2015,Hwy 11 & Hall Ave.,Slidell,Louisiana,NewOrleans,"Hwy 11 & Hall Ave., Slidell, Louisiana"
11/6/2015,TriCounty Mall DT,Springdale,Ohio,Cincinnati,"TriCounty Mall DT, Springdale, Ohio"
11/6/2015,Narcoossee & Vickery,Orlando,Florida,Orlando,"Narcoossee & Vickery, Orlando, Florida"
11/6/2015,"Parma, Seven Hills",Parma,Ohio,Cleveland,"Parma, Seven Hills, Parma, Ohio"
11/6/2015,"Morgantown, University Town Centre",Morgantown,WestVirginia,,"Morgantown, University Town Centre, Morgantown, WestVirginia"
11/3/2015,Marine Gateway,Vancouver,BritishColumbia,Vancouver,"Marine Gateway, Vancouver, BritishColumbia"
11/3/2015,Custer & Hwy 380,Prosper,Texas,DallasFortWorth,"Custer & Hwy 380, Prosper, Texas"
11/2/2015,Durham & Loop 610,Houston,Texas,Houston,"Durham & Loop 610, Houston, Texas"
11/2/2015,Cremazie & Casgrain,Montreal,Quebec,Montreal,"Cremazie & Casgrain, Montreal, Quebec"
11/2/2015,6355 Yonge St,Toronto,Ontario,Toronto,"6355 Yonge St, Toronto, Ontario"
10/29/2015,Tampa Premium Outlets,Lutz,Florida,Tampa,"Tampa Premium Outlets, Lutz, Florida"
10/27/2015,1604 & Hausman,San Antonio,Texas,SanAntonio,"1604 & Hausman, San Antonio, Texas"
10/26/2015,Bay City,Bangor Twp,Michigan,MichiganRemoteMarkets,"Bay City, Bangor Twp, Michigan"
10/24/2015,"Lillys Corner, New Albany",New Albany,Ohio,Columbus,"Lillys Corner, New Albany, New Albany, Ohio"
10/23/2015,Berdan Ave & Hamburg Turnpike,Wayne,NewJersey,,"Berdan Ave & Hamburg Turnpike, Wayne, NewJersey"
10/23/2015,Uniqlo Chicago,Chicago,Illinois,Chicagoland,"Uniqlo Chicago, Chicago, Illinois"
10/22/2015,3rd & Mission Bay Blvd,San Francisco,California,SanFrancisco,"3rd & Mission Bay Blvd, San Francisco, California"
10/17/2015,Long Shoals Rd & I-26,Arden,NorthCarolina,Asheville,"Long Shoals Rd & I-26, Arden, NorthCarolina"
10/15/2015,S. Durango Dr. and W. Arby Ave.,Las Vegas,Nevada,LasVegas,"S. Durango Dr. and W. Arby Ave., Las Vegas, Nevada"
10/10/2015,Danbury - Route 84 at North St.,Danbury,Connecticut,SouthernConnecticut,"Danbury - Route 84 at North St., Danbury, Connecticut"
10/9/2015,Bridgeville,Bridgeville,Pennsylvania,Pittsburgh,"Bridgeville, Bridgeville, Pennsylvania"
10/9/2015,"Augusta, Western Ave",Augusta,Maine,,"Augusta, Western Ave, Augusta, Maine"
10/9/2015,Fallon & 580,Dublin,California,AlamedaCounty,"Fallon & 580, Dublin, California"
10/9/2015,ABQ - San Mateo and Montgomery,Albuquerque,NewMexico,Albuquerque,"ABQ - San Mateo and Montgomery, Albuquerque, NewMexico"
10/9/2015,Bay Pines & 100th Way N,St. Petersburg,Florida,Tampa,"Bay Pines & 100th Way N, St. Petersburg, Florida"
10/9/2015,Cheektowaga,Cheektowaga,NewYork,Buffalo,"Cheektowaga, Cheektowaga, NewYork"
10/9/2015,West Main & Lumber St.,Hopkinton,Massachusetts,Boston,"West Main & Lumber St., Hopkinton, Massachusetts"
10/7/2015,33rd btwn 5th & 6th,New York,NewYork,NewYorkCity,"33rd btwn 5th & 6th, New York, NewYork"
10/3/2015,Foothill & Hubbard,Sylmar,California,LosAngeles,"Foothill & Hubbard, Sylmar, California"
10/2/2015,Terminus 100,Atlanta,Georgia,Atlanta,"Terminus 100, Atlanta, Georgia"
10/1/2015,Edmonds Way & 100th,Edmonds,Washington,Seattle,"Edmonds Way & 100th, Edmonds, Washington"
10/1/2015,Belmont and City Line Ave,Philadelphia,Pennsylvania,Philadelphia,"Belmont and City Line Ave, Philadelphia, Pennsylvania"
10/1/2015,Tucson Premium Outlets,Tucson,Arizona,Tucson,"Tucson Premium Outlets, Tucson, Arizona"
9/30/2015,Camarillo Premium Outlets,Camarillo,California,Ventura,"Camarillo Premium Outlets, Camarillo, California"
9/30/2015,Chanhassen - Dakota Ave II,Chanhassen,Minnesota,Minneapolis,"Chanhassen - Dakota Ave II, Chanhassen, Minnesota"
9/28/2015,Harrison and Blue Sky,Cincinnati,Ohio,Cincinnati,"Harrison and Blue Sky, Cincinnati, Ohio"
9/28/2015,Berg Pkwy & Hwy 99 - Canby,Canby,Oregon,Portland,"Berg Pkwy & Hwy 99 - Canby, Canby, Oregon"
9/28/2015,Cermak & Harlem,Berwyn,Illinois,Chicagoland,"Cermak & Harlem, Berwyn, Illinois"
9/27/2015,E Cliff & Portola,Santa Cruz,California,CentralCoast,"E Cliff & Portola, Santa Cruz, California"
9/26/2015,Juan Tabo and I-40,Albuquerque,NewMexico,Albuquerque,"Juan Tabo and I-40, Albuquerque, NewMexico"
9/26/2015,95-17 63rd Drive,Rego Park,NewYork,NewYorkCity,"95-17 63rd Drive, Rego Park, NewYork"
9/26/2015,Silverthorne - Rainbow and I-70,Silverthorne,Colorado,ColoradoRemoteMarkets,"Silverthorne - Rainbow and I-70, Silverthorne, Colorado"
9/26/2015,Vance Jackson & Huebner,San Antonio,Texas,SanAntonio,"Vance Jackson & Huebner, San Antonio, Texas"
9/26/2015,Washington & Frances,Sunnyvale,California,SantaClaraCounty,"Washington & Frances, Sunnyvale, California"
9/25/2015,Mission & Ammunition,Fallbrook,California,SanDiego,"Mission & Ammunition, Fallbrook, California"
9/25/2015,Antonio & Crown Valley,Ladera Ranch,California,RiversideSanBernardinoCounty,"Antonio & Crown Valley, Ladera Ranch, California"
9/25/2015,Bridgeport Steelpointe Harbor,Bridgeport,Connecticut,SouthernConnecticut,"Bridgeport Steelpointe Harbor, Bridgeport, Connecticut"
9/25/2015,14th St & Sadler,Fernandina Beach,Florida,Jacksonville,"14th St & Sadler, Fernandina Beach, Florida"
9/25/2015,ABQ - Coors Bypass and 7 Bar Loop,Albuquerque,NewMexico,Albuquerque,"ABQ - Coors Bypass and 7 Bar Loop, Albuquerque, NewMexico"
9/25/2015,I-210 and W. Prien Lake Road,Lake Charles,Louisiana,LouisianaRemoteMarkets,"I-210 and W. Prien Lake Road, Lake Charles, Louisiana"
9/25/2015,Mebane Oaks Rd & I-85,Mebane,NorthCarolina,RaleighDurhamChapelHill,"Mebane Oaks Rd & I-85, Mebane, NorthCarolina"
9/25/2015,Dale Mabry & Walnut,Tampa,Florida,Tampa,"Dale Mabry & Walnut, Tampa, Florida"
9/25/2015,"Mississippi & Abilene, Aurora",Aurora,Colorado,Denver,"Mississippi & Abilene, Aurora, Aurora, Colorado"
9/25/2015,Higgins & Meacham,Schaumburg,Illinois,Chicagoland,"Higgins & Meacham, Schaumburg, Illinois"
9/25/2015,Union Square West,New York,NewYork,NewYorkCity,"Union Square West, New York, NewYork"
9/25/2015,Ogden - Harrison Blvd. and 44th,Ogden,Utah,,"Ogden - Harrison Blvd. and 44th, Ogden, Utah"
9/25/2015,Saxon & Enterprise,Orange City,Florida,Orlando,"Saxon & Enterprise, Orange City, Florida"
9/24/2015,"I-10 & College, Beaumont",Beaumont,Texas,RemoteMarkets,"I-10 & College, Beaumont, Beaumont, Texas"
9/24/2015,John & Work Salinas,Salinas,California,CentralCoast,"John & Work Salinas, Salinas, California"
9/24/2015,1604 & Pat Booker,Live Oak,Texas,SanAntonio,"1604 & Pat Booker, Live Oak, Texas"
9/24/2015,Harlem & Lawrence,Harwood Heights,Illinois,Chicagoland,"Harlem & Lawrence, Harwood Heights, Illinois"
9/24/2015,Orland,Orland,California,NorthernCalifornia,"Orland, Orland, California"
9/23/2015,"Dublin, Perimeter Center",Dublin,Ohio,Columbus,"Dublin, Perimeter Center, Dublin, Ohio"
9/23/2015,Cortlandt Manor,Cortlandt Manor,NewYork,WestchesterCounty,"Cortlandt Manor, Cortlandt Manor, NewYork"
9/23/2015,Middleburg Heights,Cleveland,Ohio,Cleveland,"Middleburg Heights, Cleveland, Ohio"
9/23/2015,Bernal & Santa Teresa,San Jose,California,SantaClaraCounty,"Bernal & Santa Teresa, San Jose, California"
9/22/2015,Medlock Bridge and Abbotts Bridge,Johns Creek,Georgia,Atlanta,"Medlock Bridge and Abbotts Bridge, Johns Creek, Georgia"
9/22/2015,N. Greene & E. Augusta,Spokane,Washington,Spokane,"N. Greene & E. Augusta, Spokane, Washington"
9/21/2015,329 Wyckoff Ave.,Ridgewood,NewYork,NewYorkCity,"329 Wyckoff Ave., Ridgewood, NewYork"
9/21/2015,"Hwy 89A & Kallof Pl, Sedona",Sedona,Arizona,Flagstaff,"Hwy 89A & Kallof Pl, Sedona, Sedona, Arizona"
9/21/2015,Hwy 104 - Kingston,Kingston,Washington,Seattle,"Hwy 104 - Kingston, Kingston, Washington"
9/21/2015,Newman & Shevchenko,Lasalle,Quebec,Montreal,"Newman & Shevchenko, Lasalle, Quebec"
9/19/2015,Ridgeview Shopping Center,Hanover,Maryland,Baltimore,"Ridgeview Shopping Center, Hanover, Maryland"
9/19/2015,MLK & Mariah,Las Vegas,Nevada,LasVegas,"MLK & Mariah, Las Vegas, Nevada"
9/18/2015,Greenville Powder Mill Square,Greenville,Delaware,,"Greenville Powder Mill Square, Greenville, Delaware"
9/18/2015,Coit & Campbell,Richardson,Texas,DallasFortWorth,"Coit & Campbell, Richardson, Texas"
9/18/2015,47th Street East & Palmdale Blvd,Palmdale,California,LosAngeles,"47th Street East & Palmdale Blvd, Palmdale, California"
9/18/2015,Boheme - Hastings & McLean Dr,Vancouver,BritishColumbia,Vancouver,"Boheme - Hastings & McLean Dr, Vancouver, BritishColumbia"
9/18/2015,Waldon and Sashabaw,Independence Township,Michigan,Detroit,"Waldon and Sashabaw, Independence Township, Michigan"
9/17/2015,Fayetteville and Rena Rd,Van Buren,Arkansas,,"Fayetteville and Rena Rd, Van Buren, Arkansas"
9/17/2015,25th and Riverside,Minneapolis,Minnesota,Minneapolis,"25th and Riverside, Minneapolis, Minnesota"
9/17/2015,Arneill & Las Posas,Camarillo,California,Ventura,"Arneill & Las Posas, Camarillo, California"
9/17/2015,Desplaines & Wayman,Chicago,Illinois,Chicagoland,"Desplaines & Wayman, Chicago, Illinois"
9/17/2015,Barrington,Barrington,Illinois,Chicagoland,"Barrington, Barrington, Illinois"
9/17/2015,Finch & Chesswood,Toronto,Ontario,Toronto,"Finch & Chesswood, Toronto, Ontario"
9/17/2015,Nexen Building,Calgary,Alberta,Calgary,"Nexen Building, Calgary, Alberta"
9/17/2015,Union University & Lanese,Jackson,Tennessee,TennesseeRemoteMarkets,"Union University & Lanese, Jackson, Tennessee"
9/17/2015,SLC - 90th and State,Sandy,Utah,,"SLC - 90th and State, Sandy, Utah"
9/17/2015,The Shoppes at Shipley`s Grant,Ellicott City,Maryland,Baltimore,"The Shoppes at Shipley`s Grant, Ellicott City, Maryland"
9/16/2015,Main Street & Terminal Ave,Vancouver,BritishColumbia,Vancouver,"Main Street & Terminal Ave, Vancouver, BritishColumbia"
9/14/2015,161st & Morris Ave,Bronx,NewYork,NewYorkCity,"161st & Morris Ave, Bronx, NewYork"
9/14/2015,Lake Forest & Rockfield,Lake Forest,California,RiversideSanBernardinoCounty,"Lake Forest & Rockfield, Lake Forest, California"
9/14/2015,19th Ave & Thunderbird,Phoenix,Arizona,Phoenix,"19th Ave & Thunderbird, Phoenix, Arizona"
9/14/2015,Radio & Santa Barbara,Naples,Florida,Naples,"Radio & Santa Barbara, Naples, Florida"
9/11/2015,Dawson Road and Westover,Albany,Georgia,GeorgiaRemoteMarkets,"Dawson Road and Westover, Albany, Georgia"
9/11/2015,Bear & South Coast Plaza,Costa Mesa,California,OrangeCounty,"Bear & South Coast Plaza, Costa Mesa, California"
9/11/2015,MLK & Multnomah,Portland,Oregon,Portland,"MLK & Multnomah, Portland, Oregon"
9/11/2015,N. Roxboro & Fairfield,Durham,NorthCarolina,RaleighDurhamChapelHill,"N. Roxboro & Fairfield, Durham, NorthCarolina"
9/11/2015,Whittier & Broadway,Whittier,California,LosAngeles,"Whittier & Broadway, Whittier, California"
9/11/2015,Pocatello - Yellowstone and Alameda,Pocatello,Idaho,IdahoRemoteMarkets,"Pocatello - Yellowstone and Alameda, Pocatello, Idaho"
9/11/2015,SC 81 and Cornelia,Anderson,SouthCarolina,Greenville,"SC 81 and Cornelia, Anderson, SouthCarolina"
9/11/2015,Sepulveda & National,Los Angeles,California,LosAngeles,"Sepulveda & National, Los Angeles, California"
9/10/2015,E Race and Rand,Searcy,Arkansas,,"E Race and Rand, Searcy, Arkansas"
9/10/2015,"55th St & Broadway, Tempe",Tempe,Arizona,Phoenix,"55th St & Broadway, Tempe, Tempe, Arizona"
9/10/2015,Crossroads & 60 Fwy,City of Industry,California,LosAngeles,"Crossroads & 60 Fwy, City of Industry, California"
9/10/2015,829 The Queensway,Toronto,Ontario,Toronto,"829 The Queensway, Toronto, Ontario"
9/10/2015,Sierra Lakes & Citrus,Fontana,California,RiversideSanBernardinoCounty,"Sierra Lakes & Citrus, Fontana, California"
9/10/2015,Mountain & 60,Ontario,California,RiversideSanBernardinoCounty,"Mountain & 60, Ontario, California"
9/10/2015,Route 66 & Ponderosa Pkwy,Flagstaff,Arizona,Flagstaff,"Route 66 & Ponderosa Pkwy, Flagstaff, Arizona"
9/8/2015,Stratford Road & Ricks Drive,Winston-Salem,NorthCarolina,WinstonSalem,"Stratford Road & Ricks Drive, Winston-Salem, NorthCarolina"
9/7/2015,Manchester Expy & Beaver Run,Columbus,Georgia,GeorgiaRemoteMarkets,"Manchester Expy & Beaver Run, Columbus, Georgia"
9/7/2015,I-10 & 1463,Katy,Texas,Houston,"I-10 & 1463, Katy, Texas"
9/7/2015,South Neil & Carriage Center,Champaign,Illinois,IllinoisRemoteMarkets,"South Neil & Carriage Center, Champaign, Illinois"
9/5/2015,Shoppes on Broad,Newark,NewJersey,,"Shoppes on Broad, Newark, NewJersey"
9/4/2015,Lawrenceville,Lawrenceville,NewJersey,,"Lawrenceville, Lawrenceville, NewJersey"
9/4/2015,Philadelphia Mills,Philadelphia,Pennsylvania,Philadelphia,"Philadelphia Mills, Philadelphia, Pennsylvania"
9/4/2015,New Bern Mall,New Bern,NorthCarolina,NorthCarolinaRemoteMarkets,"New Bern Mall, New Bern, NorthCarolina"
9/3/2015,Malden Rd & Wyoming Ave,LaSalle,Ontario,Windsor,"Malden Rd & Wyoming Ave, LaSalle, Ontario"
9/3/2015,27th Avenue & Loop 101 Phoenix,Phoenix,Arizona,Phoenix,"27th Avenue & Loop 101 Phoenix, Phoenix, Arizona"
9/3/2015,York Mills Centre,Toronto,Ontario,Toronto,"York Mills Centre, Toronto, Ontario"
9/3/2015,Yonge & Park Home Concourse,Toronto,Ontario,Toronto,"Yonge & Park Home Concourse, Toronto, Ontario"
8/31/2015,Tropicana and S. Eastern,Las Vegas,Nevada,LasVegas,"Tropicana and S. Eastern, Las Vegas, Nevada"
8/29/2015,20th Street and 3rd Ave.,Birmingham,Alabama,Birmingham,"20th Street and 3rd Ave., Birmingham, Alabama"
8/29/2015,Tower City Center,Cleveland,Ohio,Cleveland,"Tower City Center, Cleveland, Ohio"
8/28/2015,Elm Street Enfield,Enfield,Connecticut,Hartford,"Elm Street Enfield, Enfield, Connecticut"
8/28/2015,Inner Harbor East -S President St,Baltimore,Maryland,Baltimore,"Inner Harbor East -S President St, Baltimore, Maryland"
8/28/2015,1228 St. Clair Avenue West,Toronto,Ontario,Toronto,"1228 St. Clair Avenue West, Toronto, Ontario"
8/28/2015,Hwy 6 & Willowcreek - Portage,Portage,Indiana,NorthwestIndiana,"Hwy 6 & Willowcreek - Portage, Portage, Indiana"
8/28/2015,Valley Center & Lorene,Victorville,California,RiversideSanBernardinoCounty,"Valley Center & Lorene, Victorville, California"
8/28/2015,Shops at Hilliard Rome Road,Columbus,Ohio,Columbus,"Shops at Hilliard Rome Road, Columbus, Ohio"
8/27/2015,Dexter Station,Seattle,Washington,Seattle,"Dexter Station, Seattle, Washington"
8/27/2015,Johnson and Walmer,Mission,Kansas,KansasCityKansas,"Johnson and Walmer, Mission, Kansas"
8/26/2015,Lincoln Way and Lynn Ave - Ames,Ames,Iowa,,"Lincoln Way and Lynn Ave - Ames, Ames, Iowa"
8/26/2015,New Berlin,New Berlin,Wisconsin,Milwaukee,"New Berlin, New Berlin, Wisconsin"
8/26/2015,Westheimer & Hillcroft,Houston,Texas,Houston,"Westheimer & Hillcroft, Houston, Texas"
8/25/2015,Penn Medicine Perelman Center,Philadelphia,Pennsylvania,Philadelphia,"Penn Medicine Perelman Center, Philadelphia, Pennsylvania"
8/24/2015,"Islandia, NY",Islandia,NewYork,LongIsland,"Islandia, NY, Islandia, NewYork"
8/24/2015,Angel & Lucas,Lucas,Texas,DallasFortWorth,"Angel & Lucas, Lucas, Texas"
8/22/2015,Northeast Ridgewood,Ridgewood,NewJersey,,"Northeast Ridgewood, Ridgewood, NewJersey"
8/22/2015,Phillipsburg,Phillipsburg,NewJersey,,"Phillipsburg, Phillipsburg, NewJersey"
8/21/2015,"Cedar Hill Shopping Center,Voorhees",Voorhees,NewJersey,,"Cedar Hill Shopping Center,Voorhees, Voorhees, NewJersey"
8/20/2015,Briggsmore & McHenry,Modesto,California,ModestoStockton,"Briggsmore & McHenry, Modesto, California"
8/20/2015,Palomar Airport & Business Park,Vista,California,SanDiego,"Palomar Airport & Business Park, Vista, California"
8/20/2015,Moorland & Greenfield,Brookfield,Wisconsin,Milwaukee,"Moorland & Greenfield, Brookfield, Wisconsin"
8/19/2015,"Mariposa Rd & 1-19, Nogales",Nogales,Arizona,ArizonaRemoteMarkets,"Mariposa Rd & 1-19, Nogales, Nogales, Arizona"
8/17/2015,Penrose Square -Columbia Pike,Arlington,Virginia,NorthernVirginia,"Penrose Square -Columbia Pike, Arlington, Virginia"
8/15/2015,Boundary Street and Marsh Road,Beaufort,SouthCarolina,HiltonHead,"Boundary Street and Marsh Road, Beaufort, SouthCarolina"
8/15/2015,Sawmill Plaza,Columbus,Ohio,Columbus,"Sawmill Plaza, Columbus, Ohio"
8/15/2015,SR16 & I-95,St Augustine,Florida,TreasureCoast,"SR16 & I-95, St Augustine, Florida"
8/14/2015,1st & Main,St. Charles,Illinois,Chicagoland,"1st & Main, St. Charles, Illinois"
8/14/2015,University and 36th - Clive,Clive,Iowa,,"University and 36th - Clive, Clive, Iowa"
8/14/2015,The Junction - California & Alaska,Seattle,Washington,Seattle,"The Junction - California & Alaska, Seattle, Washington"
8/14/2015,S. Van Dorn and Pickett,Alexandria,Virginia,NorthernVirginia,"S. Van Dorn and Pickett, Alexandria, Virginia"
8/13/2015,Cowan Crossing,Fredericksburg,Virginia,NorthernVirginia,"Cowan Crossing, Fredericksburg, Virginia"
8/13/2015,Dover,Dover,Delaware,,"Dover, Dover, Delaware"
8/13/2015,"Country Club & Juanita, Mesa",Mesa,Arizona,Phoenix,"Country Club & Juanita, Mesa, Mesa, Arizona"
8/13/2015,Gloucester Premium Outlets,Gloucester Township,NewJersey,,"Gloucester Premium Outlets, Gloucester Township, NewJersey"
8/13/2015,Ann Arbor-Saline & Lohr,Pittsfield Township,Michigan,AnnArbor,"Ann Arbor-Saline & Lohr, Pittsfield Township, Michigan"
8/10/2015,Grand Bazaar,Las Vegas,Nevada,LasVegas,"Grand Bazaar, Las Vegas, Nevada"
8/10/2015,Main and Rose,Pleasanton,California,AlamedaCounty,"Main and Rose, Pleasanton, California"
8/10/2015,230th & Broadway,Bronx,NewYork,NewYorkCity,"230th & Broadway, Bronx, NewYork"
8/10/2015,Zulily Headquarters,Seattle,Washington,Seattle,"Zulily Headquarters, Seattle, Washington"
8/7/2015,Covington Esplanade,Covington,Washington,Seattle,"Covington Esplanade, Covington, Washington"
8/6/2015,The District,Calgary,Alberta,Calgary,"The District, Calgary, Alberta"
8/5/2015,Highland & 30th,National City,California,SanDiego,"Highland & 30th, National City, California"
8/5/2015,Normandy & Woodward,Royal Oak,Michigan,Detroit,"Normandy & Woodward, Royal Oak, Michigan"
8/4/2015,"Hudson River Commons, Troy",Troy,NewYork,Albany,"Hudson River Commons, Troy, Troy, NewYork"
8/1/2015,Las Vegas Premium Outlets North II,Las Vegas,Nevada,LasVegas,"Las Vegas Premium Outlets North II, Las Vegas, Nevada"
7/31/2015,Euclid & Schaefer,Chino,California,RiversideSanBernardinoCounty,"Euclid & Schaefer, Chino, California"
7/31/2015,S. Pleasant Valley & W. Jubal Early,Winchester,Virginia,VirginiaRemoteMarkets,"S. Pleasant Valley & W. Jubal Early, Winchester, Virginia"
7/30/2015,Homestead & DeAnza,Cupertino,California,SantaClaraCounty,"Homestead & DeAnza, Cupertino, California"
7/29/2015,Silverdale & Bucklin,Silverdale,Washington,Seattle,"Silverdale & Bucklin, Silverdale, Washington"
7/28/2015,US 79 & FM 685,Hutto,Texas,Austin,"US 79 & FM 685, Hutto, Texas"
7/26/2015,3rd and Columbine-Cherry Creek,Denver,Colorado,Denver,"3rd and Columbine-Cherry Creek, Denver, Colorado"
7/24/2015,6320 Biscayne Blvd,Miami,Florida,Miami,"6320 Biscayne Blvd, Miami, Florida"
7/24/2015,Magnolia & Governors Square Blvd,Tallahassee,Florida,Panhandle,"Magnolia & Governors Square Blvd, Tallahassee, Florida"
7/23/2015,San Ramon Valley & Crow Canyon,San Ramon,California,ContraCostaCounty,"San Ramon Valley & Crow Canyon, San Ramon, California"
7/22/2015,Northridge Mall - Salinas,Salinas,California,CentralCoast,"Northridge Mall - Salinas, Salinas, California"
7/20/2015,Charleston & Decatur,Las Vegas,Nevada,LasVegas,"Charleston & Decatur, Las Vegas, Nevada"
7/16/2015,Lenoir City - Hwy 321 and Kelsey Ln,Lenor City,Tennessee,Knoxville,"Lenoir City - Hwy 321 and Kelsey Ln, Lenor City, Tennessee"
7/16/2015,Rosecrans & Normandie,Gardena,California,LosAngeles,"Rosecrans & Normandie, Gardena, California"
